OID_,mem_point_LineOID,mem_point_Value,Movement_Merge_FID,Movement_Merge_Id,Movement_Merge_Length,Movement_Merge_Distance,Movement_Merge_UniID,POINT_X,POINT_Y,TWI,S,ID,NEAR_FID,DFC
229,228,0,228,0,7,6.95782104797,229,824049.9776,9895882.9596,6.1280913,3.6986194,6.2405367,1,473.002407679011
230,229,0,229,0,4,4.35997786617,230,823946.0231,9895832.8371,7.3064294,1.858076,6.354353,1,579.649281619121
231,230,0,230,0,5,4.93294193078,231,823776.6412,9895776.7282,6.7609954,2.0235999,5.661829,1,734.360948545788
232,231,0,231,0,6,6.40101017295,232,823689.5986,9895725.8174,6.7609954,2.0235999,4.8339472,1,830.866491164489
233,232,0,232,0,5,5.17751241374,233,823402.4903,9895696.826,6.1058693,5.1268358,3.6747038,1,1067.2018063093
234,233,0,233,0,7,6.68534055355,234,823325.7377,9895778.4212,6.1058693,5.1268358,4.5845919,1,1085.852055044
235,234,0,234,0,6,6.4048653393,235,823311.1656,9895850.9581,7.1056986,2.6783676,4.4833946,1,1060.84294848925
236,235,0,235,0,17,16.5083851848,236,823155.4839,9895999.9002,6.622932,2.4434702,4.4654908,1,1137.0256027417
237,236,0,236,0,6,6.16093805253,237,823087.5128,9895994.9006,6.622932,2.4434702,4.6268716,1,1202.26588683301
238,237,0,237,0,5,5.27857243443,238,822990.578,9896001.4682,6.5683699,2.0041287,5.0052724,1,1291.35432384803
239,238,0,238,0,4,4.49889245185,239,822889.0093,9896109.6546,6.3474498,2.4260447,4.7421045,1,1336.74545606488
240,239,0,239,0,5,5.3632898341,240,822961.5714,9896184.7787,6.573133,1.9781795,3.6465981,1,1240.55302946558
241,240,0,240,0,4,4.37015528086,241,823099.0783,9896259.7173,7.0768747,1.4638572,3.5597703,1,1085.08496412607
242,241,0,241,0,4,4.40374873939,242,823150.8556,9896204.109,7.0768747,1.4638572,3.5866163,1,1059.29059861325
243,242,0,242,0,6,5.72032013906,243,823175.0174,9896251.4906,7.0363674,1.474754,3.3716161,1,1017.87498772362
244,243,0,243,0,5,4.74644389457,244,823301.4322,9896375.9471,6.812984,1.469269,2.4361966,1,854.903292336325
245,244,0,244,0,4,4.26287784568,245,823455.3116,9896374.8977,6.4556651,2.3051536,2.9590449,1,711.638443166455
246,245,0,245,0,4,4.22101523655,246,823378.4958,9896445.0108,7.2671938,1.2695361,2.177386,1,758.982310774323
247,246,0,246,0,6,6.2983207447,247,823642.3542,9896407.1339,6.5938048,2.2391379,3.1960771,1,528.599330421489
248,247,0,247,0,22,21.9793920035,248,823625.8234,9896291.9346,7.0049963,1.4475886,3.7728162,1,600.611087878205
249,248,0,248,0,6,6.10968310211,249,823573.3744,9896337.01,6.5938048,2.2391379,3.5816791,1,622.966114898101
250,249,0,249,0,7,6.9130615302,250,823942.3152,9896430.4542,6.1909213,4.325985,2.1271815,1,267.177550414178
251,250,0,250,0,11,10.916060999,251,824092.1299,9896481.5504,5.7079406,5.5180249,1.0103111,1,123.0490996215
252,251,0,251,0,11,11.2824977297,252,824198.8729,9896537.6859,6.2372508,3.6828704,0.4424813,1,8.49244213913061
253,252,0,252,0,10,9.5441457691,253,824120.8699,9896615.1741,6.2488742,3.5672095,0,1,11.3715125336314
254,253,0,253,0,21,20.6031673224,254,824275.538,9896454.0637,6.2372508,3.6828704,0.6856488,1,60.7702529459446
255,254,0,254,0,13,13.4712853175,255,824512.1448,9896572.4516,6.6656742,3.1191278,0,1,298.028767604288
256,255,0,255,0,14,13.778977017,256,824772.859,9896671.6745,6.6404424,4.1042457,0,1,371.515854139104
257,256,0,256,0,6,5.82529309553,257,824623.9112,9895603.7306,6.5007267,3.7529342,5.9785233,1,569.537162304414
258,257,0,257,0,7,6.60151318032,258,824636.4525,9895629.21,6.5007267,3.7529342,6.2240992,1,547.89032988829
259,258,0,258,0,6,6.20600047747,259,824605.6549,9895602.0637,6.5007267,3.7529342,5.9785233,1,567.282850034049
260,259,0,259,0,6,5.6993108205,260,824707.0633,9895423.5882,6.4771161,3.1519778,6.3970032,1,746.402810500691
261,260,0,260,0,8,7.86330597751,261,824693.9664,9895371.2138,6.3527632,3.1590667,6.684701,1,782.201723244353
262,261,0,261,0,6,6.4430380877,262,824686.5581,9895343.2738,6.3527632,3.1590667,6.684701,1,801.67317195058
263,262,0,262,0,9,9.43362992191,263,825358.6346,9895733.5535,7.0222301,2.724493,5.8254304,1,25.3246884049657
264,263,0,263,0,44,44.2096120312,264,825302.6116,9895850.6318,7.5021234,2.7847798,5.8639297,1,20.9633288254938
265,264,0,264,0,7,7.45074921736,265,825425.696,9895718.7456,7.2737064,2.468462,4.9226766,1,27.3241398957233
266,265,0,265,0,28,27.5980120459,266,825219.2765,9895382.9931,5.4410033,6.9475861,6.4971237,1,293.839564353108
267,266,0,266,0,20,20.3316817528,267,825416.1269,9895437.4974,6.4260159,4.1430154,5.890801,1,91.8445778887568
268,267,0,267,0,22,21.5030350683,268,825330.6663,9895404.689,5.3490868,7.1352191,6.3013954,1,183.260197041841
269,268,0,268,0,9,9.42156348851,269,824948.6954,9895495.9175,4.8081598,11.7446651,7.0501938,1,498.672236142652
270,269,0,269,0,160,159.679375101,270,825207.4805,9895897.9527,5.1913123,8.806077,7.2853494,1,77.3563217716887
271,270,0,270,0,55,54.608468367,271,825280.7967,9895707.2406,5.8324156,6.109724,6.724391,1,106.518313253082
272,271,0,271,0,11,11.3501542914,272,825414.7952,9895605.9348,7.2194123,2.2352018,4.9627643,1,32.1936123545188
273,272,0,272,0,86,86.4489053993,273,825173.2367,9896007.239,5.9115353,4.7516675,7.0249805,1,47.9433245678553
274,273,0,273,0,5,5.22779148072,274,825234.1395,9896075.9074,6.6159873,2.8974965,5.9666247,1,37.7511339113573
275,274,0,274,0,22,22.0772998532,275,824686.42,9895760.7064,5.5317411,7.8678098,6.9714165,1,440.70095010745
276,275,0,275,0,604,604.082309914,276,824196.4786,9896322.4892,6.6526513,2.5899673,2.6393955,1,59.1946586489031
277,276,0,276,0,664,664.262005432,277,824223.6779,9896066.4205,5.8059826,6.5116911,5.2679672,1,220.461015757792
278,277,0,277,0,170,170.252263015,278,823218.3323,9896098.1221,6.5164752,2.0758383,3.6077564,1,1044.77357632585
279,278,0,278,0,195,194.722994788,279,824656.478,9895577.2405,6.5007267,3.7529342,6.1215606,1,603.308381305822
280,279,0,279,0,4,4.21094038748,280,825669.4453,9894139.7788,6.3970098,2.7628007,4.0506258,1,66.7170323787834
281,280,0,280,0,8,7.84768489808,281,825619.5495,9894069.7707,6.1101155,3.099484,4.3167405,1,59.7023447027784
282,281,0,281,0,8,8.48272977033,282,825584.5197,9894024.6364,6.2877641,2.6382942,4.4795599,1,53.0745926303655
283,282,0,282,0,8,7.55492919359,283,825552.4415,9894021.2403,6.2877641,2.6382942,4.9173136,1,25.1606853505423
284,283,0,283,0,9,8.92805896252,284,825503.0561,9894083.4326,6.0100155,3.566889,6.421577,1,45.2729738722012
285,284,0,284,0,10,10.1281590467,285,825431.9757,9894078.1604,6.0100155,3.566889,7.5563273,1,108.043561392172
286,285,0,285,0,11,11.2111662729,286,825442.3591,9894131.0845,6.0100155,3.566889,7.942318,1,120.521197612197
287,286,0,286,0,5,4.5083741028,287,825538.1264,9894214.8791,6.9031854,2.2596068,6.6488256,1,84.4471625439849
288,287,0,287,0,9,9.41145400663,288,825595.4022,9894176.9192,6.1755815,3.6639977,5.4259329,1,16.1083440396985
289,288,0,288,0,8,8.09475513305,289,825643.2,9894273.6589,6.1755815,3.6639977,5.1254201,1,15.8935283262942
290,289,0,289,0,5,5.31956378948,290,825709.673,9894199.0747,6.063489,4.4245167,3.7746251,1,76.4473031348278
291,290,0,290,0,6,5.73841621675,291,825710.3966,9894270.5731,6.063489,4.4245167,4.1308618,1,45.9252604728478
292,291,0,291,0,6,5.53216997743,292,825782.765,9894301.5866,5.9272108,3.8155744,3.1328652,1,97.5311283552663
293,292,0,292,0,6,5.93107314224,293,825776.8775,9894360.7923,5.9272108,3.8155744,3.0871046,1,66.4190529154345
294,293,0,293,0,4,4.26739960846,294,825806.0149,9894459.3652,6.7234669,2.8824768,2.741771,1,35.1375461886508
295,294,0,294,0,7,6.62374839834,295,825678.5553,9894374.1356,5.9272108,3.8155744,4.7950659,1,27.8833897175077
296,295,0,295,0,9,8.88938485407,296,825634.3162,9894409.7253,6.193512,4.0092211,5.1246095,1,83.2133179350119
297,296,0,296,0,9,8.88914377571,297,825531.1796,9894388.2185,6.4715734,3.203717,7.0400486,1,166.653850380479
298,297,0,297,0,8,8.48681320122,298,825457.908,9894261.3472,6.9031854,2.2596068,7.7613268,1,177.062145432795
299,298,0,298,0,12,11.8227044949,299,825370.3125,9894103.1235,6.8116674,2.3011842,8.4343758,1,174.527731546909
300,299,0,299,0,56,55.881462097,300,825058.0594,9894247.3087,7.5403023,1.5192151,9.9113312,1,518.43329655753
301,300,0,300,0,66,66.3538125862,301,825008.6465,9894183.6208,6.8156257,3.770143,9.8868418,1,537.62318191392
302,301,0,301,0,22,21.6116002926,302,825022.2703,9894119.5633,5.7763476,6.5178676,10.0145607,1,499.090996110498
303,302,0,302,0,16,16.0995321993,303,824876.1225,9894204.8013,5.4174871,8.8026104,9.061203,1,667.284067530209
304,303,0,303,0,11,11.4637284796,304,824844.1188,9894226.5283,5.4174871,8.8026104,8.5384808,1,705.362150176755
305,304,0,304,0,12,11.6655906144,305,824837.2999,9894187.9802,5.4174871,8.8026104,8.7963696,1,695.889871441163
306,305,0,305,0,11,11.3768324942,306,824770.9553,9894101.4483,5.5663009,7.1697912,7.4850779,1,721.239533720479
307,306,0,306,0,13,12.8021416146,307,825339.6103,9894179.8101,6.6392393,2.6864388,9.7616587,1,234.137012066458
308,307,0,307,0,7,7.31805669677,308,825425.456,9894317.3625,6.4715734,3.203717,8.4589214,1,230.906334732729
309,308,0,308,0,8,7.7951005192,309,825343.5486,9894322.0145,6.2811198,3.8951824,9.3931427,1,306.514087535695
310,309,0,309,0,11,10.7972279509,310,825289.6958,9894399.0104,6.5710969,3.3631091,9.171977,1,388.681745484784
311,310,0,310,0,11,11.4908377337,311,825208.1039,9894400.5019,6.5710969,3.3631091,9.3595238,1,462.760428669611
312,311,0,311,0,9,9.07140799201,312,825219.6346,9894493.559,6.1379566,2.6573234,8.3257666,1,492.95622917281
313,312,0,312,0,7,7.48502149635,313,825225.8965,9894562.9194,6.1183853,3.8726258,8.1511717,1,517.561928775552
314,313,0,313,0,8,8.11774575136,314,825139.834,9894544.1894,6.3816624,3.547276,7.898982,1,586.847357697593
315,314,0,314,0,13,12.5673833288,315,825093.3004,9894437.2573,6.3816624,3.547276,8.5973511,1,581.687745892508
316,315,0,315,0,18,17.8944280988,316,825060.6357,9894307.1249,7.7585592,1.3434548,9.8072014,1,540.655898745276
317,316,0,316,0,22,22.2165476589,317,824991.6402,9894329.7787,7.4394803,2.8071971,9.4454155,1,612.732098299148
318,317,0,317,0,57,56.6175775893,318,824984.1525,9894252.8878,6.8156257,3.770143,9.570365,1,588.204884063848
319,318,0,318,0,28,28.3679062816,319,824927.8028,9894323.8287,7.4394803,2.8071971,9.849761,1,668.56220959831
320,319,0,319,0,7,7.42932675283,320,824768.3611,9894237.6919,5.2166653,9.7731447,7.9411077,1,779.098549867069
321,320,0,320,0,7,7.07704110975,321,824699.8714,9894247.0199,5.2166653,9.7731447,7.344399,1,845.449462158894
322,321,0,321,0,9,9.23735442445,322,824705.2362,9894196.5582,5.2166653,9.7731447,7.4247479,1,819.997577754138
323,322,0,322,0,8,7.97758244009,323,824673.1909,9894294.0235,5.2166653,9.7731447,7.1499119,1,888.960590343619
324,323,0,323,0,7,6.73745628743,324,824697.566,9894404.0815,5.2304401,8.2398548,7.7305231,1,911.523538203037
325,324,0,324,0,4,4.09077332723,325,824639.3897,9894446.5823,5.639802,7.6299095,7.2668605,1,981.965926319126
326,325,0,325,0,8,7.58866579001,326,824696.3905,9894518.3748,5.7260828,5.7162642,6.6844535,1,961.007575296743
327,326,0,326,0,5,5.30134805825,327,824638.855,9894566.3525,5.7283955,6.1873412,6.363811,1,1034.34532946961
328,327,0,327,0,6,6.03158979396,328,824701.3572,9894623.6037,6.0024734,4.7349777,6.5632567,1,1009.88954481009
329,328,0,328,0,7,6.86443749429,329,824623.893,9894678.2697,6.0164099,4.0344543,6.7426505,1,1104.63750144426
330,329,0,329,0,7,7.0952606574,330,824612.7082,9894743.0623,6.0164099,4.0344543,6.5670633,1,1134.56954080302
331,330,0,330,0,6,6.45243691293,331,824714.7069,9894736.4451,6.3843751,2.6259472,6.2832699,1,1053.26256990842
332,331,0,331,0,6,6.30056854852,332,824799.1095,9894736.163,6.1265316,3.8390412,6.4287233,1,977.181702944645
333,332,0,332,0,9,9.22599815537,333,824911.4854,9894457.2584,5.2940736,7.355587,8.3123579,1,743.46807994527
334,333,0,333,0,21,20.7187696303,334,824874.1866,9894393.1651,4.7690191,10.9034023,8.8771019,1,745.982707840599
335,334,0,334,0,23,22.9284751977,335,824879.7142,9894347.0748,4.7690191,10.9034023,9.1887207,1,721.949366234641
336,335,0,335,0,7,6.68401869506,336,825053.7618,9894526.3978,6.3816624,3.547276,7.6755028,1,656.550657742153
337,336,0,336,0,5,5.04193799139,337,825009.9156,9894556.1932,6.1076503,3.0733173,7.7066288,1,709.000686665367
338,337,0,337,0,6,6.39599777658,338,824971.0055,9894467.4784,6.2499738,4.1098876,8.2595778,1,698.904929693531
339,338,0,338,0,7,7.00650312459,339,824954.3479,9894517.9234,6.2499738,4.1098876,7.5290279,1,741.774162061896
340,339,0,339,0,8,8.06081125315,340,825126.239,9894498.6849,6.3816624,3.547276,8.0362082,1,579.242212900574
341,340,0,340,0,11,10.8715427344,341,825236.0681,9894441.5769,6.1379566,2.6573234,8.7984133,1,455.502795791139
342,341,0,341,0,6,6.11966688962,342,825411.6475,9894395.0785,6.2811198,3.8951824,8.3463669,1,277.217366593994
343,342,0,342,0,8,7.72796554603,343,825472.4108,9894464.1557,6.5303311,2.9423542,6.8431649,1,252.651216617122
344,343,0,343,0,7,6.52484692935,344,825555.6661,9894485.8111,6.7618532,2.6853392,6.314199,1,187.196936744038
345,344,0,344,0,4,4.31432713429,345,825690.9684,9894457.6494,5.5775228,5.1611414,4.2367558,1,58.2652966341153
346,345,0,345,0,7,6.87871898026,346,824935.6651,9894573.9768,6.1076503,3.0733173,7.5846267,1,783.575840889298
347,346,0,346,0,6,6.23508746614,347,824891.2225,9894619.4681,6.3037066,3.8716707,7.3584809,1,843.405997893573
348,347,0,347,0,8,8.39199072094,348,824857.4309,9894533.5404,5.2940736,7.355587,7.3145247,1,830.003173267069
349,348,0,348,0,6,6.41088447066,349,824827.2796,9894614.15,6.3037066,3.8716707,6.8279686,1,898.632535372862
350,349,0,349,0,9,9.37745562472,350,824787.1681,9894577.8422,6.0024734,4.7349777,6.666955,1,913.042024984031
351,350,0,350,0,7,7.49039425685,351,824962.6479,9894633.3123,6.1076503,3.0733173,7.5075755,1,785.162979228397
352,351,0,351,0,6,6.30081897603,352,825057.4451,9894636.7081,6.3506255,2.7704582,7.4775467,1,701.331083985119
353,352,0,352,0,8,7.97762122475,353,825173.3782,9894619.0709,6.1183853,3.8726258,7.9664412,1,589.30762678597
354,353,0,353,0,7,7.00538179684,354,825399.1291,9894499.2669,6.5538378,3.5509408,7.7689033,1,333.909321662009
355,354,0,354,0,4,3.58720587637,355,825381.063,9894576.7065,5.4267483,7.2588058,8.1218328,1,384.036667471683
356,355,0,355,0,7,6.70997740268,356,825327.5684,9894513.8645,6.5538378,3.5509408,8.215538,1,404.674704873055
357,356,0,356,0,6,5.7305248794,357,825524.323,9894523.4939,6.5303311,2.9423542,6.4902129,1,232.99875295193
358,357,0,357,0,6,6.13622486762,358,825894.2209,9894644.5305,6.2573838,2.8041997,3.1138566,1,41.9122886062923
359,358,0,358,0,5,4.97896283435,359,825896.0565,9894745.8128,8.1141033,1.2677268,3.1688786,1,53.4311330784109
360,359,0,359,0,4,4.05010928404,360,825923.7806,9894803.6207,6.9488454,2.3421018,3.001581,1,86.5596308106641
361,360,0,360,0,4,3.76526091807,361,825852.7225,9894848.5556,7.4997745,1.2862549,3.9022856,1,20.1274057672486
362,361,0,361,0,6,6.13622556597,362,825719.8058,9895284.4572,6.3892202,2.9025841,4.0669127,1,70.3980351346354
363,362,0,362,0,5,4.98702440941,363,825665.0307,9895400.482,6.9276676,2.2065551,3.4619761,1,99.9952517753563
364,363,0,363,0,5,5.34137277226,364,825634.6204,9895363.2175,6.9276676,2.2065551,4.1880507,1,53.0479780533489
365,364,0,364,0,12,12.3940296117,365,825532.1908,9895362.9878,5.9251966,6.1663408,5.0695949,1,27.562219833685
366,365,0,365,0,15,14.5275561746,366,825441.3705,9895360.8523,5.9251966,6.1663408,5.601192,1,102.68949760399
367,366,0,366,0,13,13.4202862308,367,825471.3601,9895276.4503,6.4470568,3.673728,6.5085597,1,128.894869964089
368,367,0,367,0,10,10.0949058803,368,825620.8341,9895266.8174,6.2108212,3.8156371,4.9881387,1,17.8508442832593
369,368,0,368,0,11,11.3514079465,369,825603.1108,9895154.251,8.0074568,1.4285945,6.9149985,1,102.097127895167
370,369,0,369,0,10,10.027634529,370,825690.0924,9895193.6797,6.3892202,2.9025841,5.3109379,1,10.0378400728973
371,370,0,370,0,9,9.09738109059,371,825652.104,9895097.7214,8.0074568,1.4285945,5.7902484,1,100.81891118334
372,371,0,371,0,4,3.86066823585,372,825773.5368,9894968.578,7.3485785,1.8936677,5.0690169,1,45.1069713089094
373,372,0,372,0,7,7.33390382926,373,825709.6324,9894946.6425,7.3485785,1.8936677,5.8791862,1,112.212592432629
374,373,0,373,0,5,4.62908776614,374,825757.2774,9894863.384,7.5478458,1.3598269,4.6996336,1,73.4607930188335
375,374,0,374,0,4,3.76977911025,375,825831.0135,9894756.6653,8.1141033,1.2677268,3.8441999,1,10.2749268134023
376,375,0,375,0,6,5.95086484567,376,825828.8465,9894702.154,8.1141033,1.2677268,3.8813555,1,17.6481500340741
377,376,0,376,0,6,6.46789089142,377,825826.2928,9894660.4154,6.2573838,2.8041997,4.4811034,1,24.1840836039374
378,377,0,377,0,6,6.13778818451,378,825817.2003,9894566.8027,6.2573838,2.8041997,3.4112103,1,13.1139905194682
379,378,0,378,0,7,7.07101425373,379,825086.1137,9895229.6097,6.483295,3.0761125,6.7030511,1,479.134283593996
380,379,0,379,0,6,6.4965262953,380,825026.2267,9895255.9948,5.5428877,5.7430048,7.3623142,1,521.861244066906
381,380,0,380,0,7,6.78826760051,381,824983.395,9895231.6713,5.5428877,5.7430048,7.2196846,1,570.884109710377
382,381,0,381,0,8,7.6171984399,382,824919.926,9895254.1093,5.5428877,5.7430048,6.9507313,1,619.73085690594
383,382,0,382,0,7,7.13446968416,383,824907.8117,9895191.1796,6.3544269,2.8770859,6.6458497,1,656.404388725043
384,383,0,383,0,7,7.06902760361,384,824876.8954,9895150.9137,6.5062408,3.8373828,5.8787775,1,701.484378334761
385,384,0,384,0,6,5.70494447907,385,824815.0203,9895177.3005,6.3544269,2.8770859,6.3058581,1,746.813106624993
386,385,0,385,0,5,4.77541516667,386,824751.4205,9895201.5819,6.5070028,2.5202079,6.4175653,1,795.02924046723
387,386,0,386,0,6,6.20073070006,387,824809.3809,9895248.4087,6.3544269,2.8770859,6.7001286,1,723.02999381829
388,387,0,387,0,5,5.02633193038,388,824722.884,9895154.2036,5.9727168,3.8843229,6.5352383,1,840.37507863416
389,388,0,388,0,6,5.5321312302,389,824661.2502,9895152.1488,6.1201458,3.2167034,6.7850213,1,897.511755638737
390,389,0,389,0,6,5.56639391857,390,824629.6672,9895107.0115,6.1201458,3.2167034,6.9233546,1,944.728595006193
391,390,0,390,0,6,6.20516122603,391,824633.584,9895036.5631,6.2765427,2.902679,6.7153273,1,970.303144225004
392,391,0,391,0,4,4.3146282286,392,824613.9086,9894966.398,6.2765427,2.902679,6.6677098,1,1019.19923346624
393,392,0,392,0,6,5.5914677119,393,824617.0291,9894894.6336,6.1907573,2.4910049,6.6641269,1,1049.54005952403
394,393,0,393,0,7,6.66510968502,394,824563.2977,9894833.1877,6.1907573,2.4910049,6.1105456,1,1126.71541310869
395,394,0,394,0,7,7.08033442762,395,824600.2365,9894785.3592,6.0164099,4.0344543,6.3492298,1,1120.78227786585
396,395,0,395,0,8,8.19156618196,396,824628.997,9894356.3924,6.0856886,4.6216588,6.7075572,1,954.724768847772
397,396,0,396,0,5,5.20586972498,397,824762.1645,9894664.3617,6.0024734,4.7349777,7.1721125,1,979.124938511473
398,397,0,397,0,14,13.9516978671,398,825269.3865,9895329.8223,5.4410033,6.9475861,6.8085494,1,270.393665057918
399,398,0,398,0,9,9.00877987792,399,825190.9034,9895308.689,5.4410033,6.9475861,6.9124384,1,350.106073919758
400,399,0,399,0,9,8.74043989031,400,825285.9203,9895132.2978,7.9695735,1.0979284,8.0344086,1,363.768517339024
401,400,0,400,0,9,9.2558658921,401,825343.327,9895150.8153,8.1378212,1.0934474,8.3848591,1,307.212599348679
402,401,0,401,0,8,7.64789245714,402,825414.4687,9895110.7264,8.1378212,1.0934474,8.3495531,1,276.496288988528
403,402,0,402,0,6,6.04150140339,403,825401.8097,9895030.9428,8.2294817,1.011037,8.7045355,1,336.283348563467
404,403,0,403,0,9,8.83880431237,404,825639.9133,9895097.6319,8.0074568,1.4285945,6.3988538,1,110.215143777681
405,404,0,404,0,8,8.21047809855,405,825516.2314,9895074.9568,8.242012,0.9507911,7.9550018,1,219.536930098084
406,405,0,405,0,7,7.45697283211,406,825451.9456,9895071.9826,8.242012,0.9507911,8.841321,1,271.495645642508
407,406,0,406,0,8,8.49838846915,407,825504.6047,9895118.8141,8.242012,0.9507911,7.651545,1,201.116271839713
408,407,0,407,0,8,7.87576859859,408,825665.3206,9894892.5938,7.7842679,1.224009,6.3025346,1,162.200547751028
409,408,0,408,0,7,6.61948578373,409,825576.5166,9894892.4056,7.7842679,1.224009,7.458787,1,250.615054271969
410,409,0,409,0,4,4.49993260462,410,825547.0513,9894844.3696,7.7842679,1.224009,8.4661541,1,284.541692343
411,410,0,410,0,6,6.23329867055,411,825323.1466,9894974.7099,8.2294817,1.011037,7.9028683,1,432.831333206283
412,411,0,411,0,6,5.83068646737,412,825261.2615,9895020.69,7.7726684,1.3342267,8.2001324,1,452.347398008159
413,412,0,412,0,4,4.09219883927,413,825181.6084,9895120.8293,7.9695735,1.0979284,7.4201846,1,452.811360855109
414,413,0,413,0,7,7.04608525946,414,825040.311,9895049.7395,5.7086735,5.0749497,6.7797146,1,608.361904118947
415,414,0,414,0,7,6.53072508023,415,825022.3242,9895095.8931,5.7086735,5.0749497,6.2001486,1,597.911425764165
416,415,0,415,0,8,8.12442245755,416,825061.4511,9894970.7176,6.180027,5.6901612,7.0422516,1,640.086681771253
417,416,0,416,0,6,5.86370145934,417,825035.5275,9894910.0644,5.7903008,5.3574162,6.826838,1,697.980811699422
418,417,0,417,0,7,6.99234089397,418,825159.5801,9894901.5324,5.5739026,5.5810885,6.9982085,1,606.217767156142
419,418,0,418,0,7,6.97062304665,419,825295.2564,9894845.5879,7.0754623,4.3310885,8.2672081,1,535.064581529302
420,419,0,419,0,6,6.3767423128,420,825234.1924,9894859.3337,5.5550647,8.302701,7.852962,1,574.406880495422
421,420,0,420,0,8,7.77574934784,421,825126.4652,9894863.4277,5.5739026,5.5810885,6.9527221,1,655.890224803132
422,421,0,421,0,6,6.17246215235,422,825070.2681,9894864.5286,5.5739026,5.5810885,7.195652,1,699.044261753842
423,422,0,422,0,5,5.40997945162,423,825069.9932,9894790.1597,6.4300838,2.2844281,7.1050873,1,745.782412853043
424,423,0,423,0,6,5.59239223125,424,824985.1918,9894820.569,5.7903008,5.3574162,7.3773031,1,792.918720735554
425,424,0,424,0,7,6.50080886784,425,824989.3584,9894732.2916,6.1900926,3.3158979,7.483191,1,804.279837765524
426,425,0,425,0,8,7.81827417456,426,825173.0264,9894752.5718,5.3767996,7.8844829,7.9901276,1,652.338065201821
427,426,0,426,0,7,6.9923413118,427,825192.1672,9894817.2337,5.5550647,8.302701,7.8258781,1,633.538544495914
428,427,0,427,0,7,6.53073016451,428,825236.6114,9894710.8037,5.3767996,7.8844829,8.1928644,1,576.268264451491
429,428,0,428,0,6,5.91270004077,429,825140.7396,9894690.6599,6.4300838,2.2844281,7.8285975,1,649.928541192306
430,429,0,429,0,5,4.54682343793,430,824914.1488,9894688.6134,6.1265316,3.8390412,7.2529283,1,852.920836310805
431,430,0,430,0,7,7.17094940584,431,824873.5099,9894780.9244,6.1265316,3.8390412,6.7531772,1,905.165250378863
432,431,0,431,0,7,6.79922810185,432,824867.0144,9894873.8386,5.9399338,5.2615733,6.9522099,1,852.778120081913
433,432,0,432,0,7,6.50080065726,433,824798.0729,9894850.7224,5.9399338,5.2615733,6.6446199,1,921.451242365994
434,433,0,433,0,5,5.19748091615,434,824782.7806,9894822.9259,6.2831631,3.001864,6.4991813,1,950.481582017554
435,434,0,434,0,7,6.53070740772,435,824739.6016,9894920.9273,6.2831631,3.001864,6.8134203,1,930.383283945623
436,435,0,435,0,8,8.23292656798,436,824827.0072,9894960.8821,5.1993594,8.0074472,6.5209336,1,835.033378490051
437,436,0,436,0,9,8.69587838649,437,824948.0598,9894915.9056,5.7903008,5.3574162,7.043242,1,763.08070838068
438,437,0,437,0,6,5.90253853223,438,824772.2006,9895101.8713,5.9727168,3.8843229,6.6229324,1,817.082104514831
439,438,0,438,0,6,5.96731649905,439,824705.7918,9895064.2161,5.9727168,3.8843229,6.7108841,1,893.284634086125
440,439,0,439,0,9,8.64852294776,440,824914.6833,9895059.6421,6.5062408,3.8373828,6.7719183,1,709.20906584205
441,440,0,440,0,5,4.99002527591,441,825475.3965,9894633.3982,6.9234009,3.3006918,8.2526474,1,335.61195621838
442,441,0,441,0,6,6.30058578271,442,825477.37,9894709.8728,6.8725886,3.6861362,8.8266916,1,366.773191447404
443,442,0,442,0,6,5.88168983116,443,825446.3732,9894668.8168,6.9234009,3.3006918,8.7969522,1,379.674719055948
444,443,0,443,0,8,8.4011100028,444,825312.3536,9894677.779,5.1903462,8.9786453,8.6460323,1,494.809009871787
445,444,0,444,0,6,6.1182984715,445,825237.8982,9894654.8782,6.1183853,3.8726258,8.3804436,1,547.116672320864
446,445,0,445,0,8,8.21353418136,446,824863.504,9895070.8507,6.5062408,3.8373828,6.5802455,1,749.241666916636
447,446,0,446,0,15,14.641663047,447,825010.0181,9894057.0786,5.7763476,6.5178676,10.0220299,1,484.831985855795
448,447,0,447,0,13,12.748561613,448,825255.5007,9893949.5816,7.3720369,1.6660289,9.1424055,1,216.850534062175
449,448,0,448,0,10,10.1792463009,449,825278.3327,9893866.1337,7.3913574,1.3142831,8.9391842,1,162.011097489758
450,449,0,449,0,9,8.62500651161,450,825370.1524,9893921.5162,7.8528371,1.2367376,7.3419929,1,100.708350346433
451,450,0,450,0,4,4.37301353101,451,825552.7076,9893880.1199,7.0319319,1.851328,4.1327605,1,82.8796819645934
452,451,0,451,0,4,4.02619372237,452,825518.0037,9893844.1236,6.5438166,2.9909334,4.7021294,1,65.8452313433349
453,452,0,452,0,5,5.24425563571,453,825485.7019,9893827.2443,6.5438166,2.9909334,5.3322854,1,43.2185904883499
454,453,0,453,0,6,5.8240425184,454,825716.3868,9894663.3905,6.0040641,5.4431572,6.3314877,1,133.301062565075
455,454,0,454,0,5,4.52613599171,455,825593.4714,9894554.8418,5.6069512,7.948411,6.3077044,1,193.825552937493
456,455,0,455,0,9,8.91373390378,456,825590.6322,9894645.1726,5.6069512,7.948411,7.0201902,1,246.645879996107
457,456,0,456,0,3,2.99546155308,457,825455.6989,9894827.3263,7.6264391,1.1819052,9.6258411,1,377.105763396519
