OID_,Length,TWI,TWI_5,TWI_10,TWI_15,Slope,Slope_5,Slope_10,Slope_15,Irrigation_Density_100,Irrigation_Density_200,Irrigation_Density_300,Irrigation_Density_400,Value,NEAR_FID,NEAR_DIST
357,5.7305248794,5.9478493,6.5662451,6.7573357,6.5663009,3.4504321,2.9130228,2.5757756,3.4830549,9.7707529,10.3873873,7.5717521,6.4894824,5.7305250,1,232.998752951930385
358,6.13622486762,4.5711527,5.6761923,7.2696838,7.0063715,5.2557468,3.5180168,2.1712222,2.1947305,0.0000000,0.6422895,1.5130575,2.9072976,6.1362247,1,41.912288606292250
359,4.97896283435,7.6567554,9.3071308,8.5366220,8.0587978,0.3738916,0.6753505,1.0827043,1.2762746,0.0379749,1.6879057,2.6851573,2.9624865,4.9789629,1,53.431133078410930
360,4.05010928404,9.2909203,8.1713190,8.2435169,7.6238003,1.3734854,1.1363206,1.1161859,1.5741124,0.0000000,1.8705249,2.6466599,2.8821614,4.0501094,1,86.559630810664103
361,3.76526091807,5.5302525,7.0245562,7.1011195,7.5577941,1.9371324,1.6049763,1.5865877,1.2882582,5.1944642,4.3570962,4.5070920,3.7829862,3.7652609,1,20.127405767248558
362,6.13622556597,6.3699989,6.3293285,6.7242832,6.6911683,5.4899807,3.3436313,2.4958446,2.6248126,0.0000000,2.1245940,3.2341392,4.2275739,6.1362257,1,70.398035134635350
363,4.98702440941,5.6732397,6.1719499,6.9206553,7.2053070,3.5328243,2.4792602,2.2739353,2.0680449,0.0000000,0.1957752,2.3615279,3.3776808,4.9870243,1,99.995251775356294
364,5.34137277226,7.2326546,7.3202853,7.0503216,7.0040803,1.3142912,1.3891834,2.2647219,2.1650302,0.0000000,2.1000247,2.9923973,4.0590901,5.3413730,1,53.047978053348885
365,12.3940296117,6.9284639,7.6619430,6.2818518,6.3544664,1.2452193,2.9862645,4.5992236,4.4843192,2.4072001,3.9512944,4.9034395,4.9037600,12.3940296,1,27.562219833684971
366,14.5275561746,5.1053834,5.0332952,5.7228184,5.7479439,10.5904675,8.6259336,6.0538020,6.4564090,6.6486263,5.7080827,6.1453657,5.6348176,14.5275564,1,102.689497603990105
367,13.4202862308,5.1665244,6.0174117,5.9659567,6.2470303,2.7554791,3.3143747,4.9779968,4.6192894,6.5044055,7.7420430,6.4344130,6.5833974,13.4202862,1,128.894869964089480
368,10.0949058803,5.2571349,6.3226681,6.2958269,6.4160409,2.8035581,3.3236718,3.3544781,3.3230753,2.9845190,4.1777134,5.3798618,5.1903381,10.0949059,1,17.850844283259320
369,11.3514079465,9.3912849,7.9263587,7.1124053,7.3812952,1.1792940,1.6975183,2.5838752,2.2595510,10.7008476,8.5843725,7.4979563,6.7363329,11.3514080,1,102.097127895167105
370,10.027634529,6.0775275,6.1402888,6.7669587,6.6817474,4.6113877,4.5246086,3.3461423,2.8159866,3.7994013,5.3938727,5.8286500,5.3681936,10.0276346,1,10.037840072897348
371,9.09738109059,6.9516625,8.0531454,7.7899618,7.6725569,1.3176931,1.3345635,1.5845313,1.7523178,12.9059801,10.5060577,7.9936581,6.0525646,9.0973806,1,100.818911183339750
372,3.86066823585,6.6983962,6.5330524,7.0197082,7.1005549,2.5229237,2.5814080,2.1284747,2.1864357,13.9553642,8.7606754,5.8385162,5.0492377,3.8606682,1,45.106971308909365
373,7.33390382926,8.6601477,8.0457106,7.7101040,7.4968557,0.8892065,1.2207962,1.4951022,1.6653754,16.0268440,10.6618252,7.1745934,5.7621174,7.3339038,1,112.212592432629464
374,4.62908776614,7.7593093,7.3495097,7.4981308,7.5283957,1.0546418,1.3701301,1.3894953,1.3636446,10.1701870,7.8362756,6.2647910,4.9408975,4.6290879,1,73.460793018833456
375,3.76977911025,8.1155319,7.9754205,7.9731402,7.9251075,1.8329611,1.3166331,1.2969759,1.4360918,1.5256404,3.2059343,3.9665461,3.9658034,3.7697792,1,10.274926813402290
376,5.95086484567,5.8332977,6.2686644,6.9227443,7.5228090,2.4200068,2.1833506,2.0322306,1.9836344,0.2141842,2.6308744,3.1783471,4.1498199,5.9508648,1,17.648150034074085
377,6.46789089142,5.3498940,6.1337152,6.3783884,6.9149055,2.5337081,2.6007271,2.5067706,2.6549249,0.8731117,1.8696592,2.5942748,4.1189394,6.4678907,1,24.184083603937371
378,6.13778818451,5.1936727,5.8941169,6.0988398,6.2463136,3.5064189,3.3105137,3.5335886,3.6045318,0.8451034,1.0893978,2.9778235,3.3409810,6.1377883,1,13.113990519468230
379,7.07101425373,6.6760406,5.9599895,6.5394073,6.4196115,3.7065072,3.8676605,3.0845015,3.4149458,5.0315223,4.0952725,5.6194744,6.8983598,7.0710144,1,479.134283593995519
380,6.4965262953,7.7514157,6.4481564,5.9283185,5.9167218,2.7291343,3.1790166,3.6591208,4.7705250,6.2736173,3.5828686,4.7293696,7.4098487,6.4965262,1,521.861244066906238
381,6.78826760051,5.1807632,5.3509364,5.8760943,5.5688071,3.7935147,4.7726245,4.4447050,5.6663709,6.2437248,3.5804873,4.7559390,7.0645227,6.7882676,1,570.884109710377402
382,7.6171984399,4.7779999,5.8842268,5.9360213,6.0082374,6.5523028,4.5651565,4.5185337,4.1426454,5.7863359,3.6443799,5.5850663,6.9465899,7.6171985,1,619.730856905939845
383,7.13446968416,6.2392697,5.7949495,5.7197795,6.0722461,6.8297920,6.5286312,6.3984718,4.1700425,6.5688992,4.4840302,5.8760643,6.7296109,7.1344695,1,656.404388725043418
384,7.06902760361,6.1038604,6.3698173,5.9499965,6.3214407,1.2868156,3.2767620,5.0985990,3.8241704,5.8493395,5.2919354,6.2488546,6.1090007,7.0690274,1,701.484378334761118
385,5.70494447907,6.7242184,6.3523693,6.1438298,6.3707843,2.7541308,2.9689038,2.7884269,3.2677977,6.4244056,7.3352671,6.6103568,6.3868132,5.7049446,1,746.813106624993111
386,4.77541516667,5.1476254,6.3412018,6.2419734,6.3680968,4.0586238,2.4311295,2.7265973,2.9295499,9.4318180,7.9335599,7.2229137,6.3708262,4.7754149,1,795.029240467229783
387,6.20073070006,5.5631194,6.1676140,6.4065342,6.4163251,2.5289786,2.1301754,2.4410677,2.7325039,7.1768694,5.8881607,6.2275229,6.7236838,6.2007308,1,723.029993818289768
388,5.02633193038,6.6609983,6.1995921,6.2707500,6.1705627,2.6497052,3.1629796,2.7832897,3.3777287,9.0434408,9.5377903,7.0273995,6.5289612,5.0263319,1,840.375078634159649
389,5.5321312302,6.9485917,5.8772259,6.4526172,6.2424169,2.5017848,3.0529120,2.5236242,3.1758833,6.4236269,10.3640909,7.0474257,6.7613988,5.5321312,1,897.511755638736531
390,5.56639391857,7.7201037,6.4534097,6.2455707,6.0944872,1.5665045,2.1178005,3.1539993,3.3462849,11.5260277,9.4035196,7.6381345,6.9062085,5.5663939,1,944.728595006192791
391,6.20516122603,7.7859554,6.4364190,6.1920528,6.1360154,1.8693365,2.0870728,3.3114328,3.4505274,13.6589861,7.0066876,7.8980370,6.7001610,6.2051611,1,970.303144225003734
392,4.3146282286,5.3162289,6.2259784,6.1280408,6.2380152,3.1439700,3.3304396,3.0652814,2.9953661,10.4273853,8.4885902,6.8863797,6.6612206,4.3146281,1,1019.199233466242731
393,5.5914677119,5.6254187,5.9703140,6.2085986,6.2084641,3.1562412,2.8122036,2.8630078,2.7042892,9.6792622,8.1910706,6.6315088,6.6662765,5.5914679,1,1049.540059524031449
394,6.66510968502,7.0636630,6.4100332,6.1689525,6.1599498,2.6280067,2.4568295,2.5804732,2.9606020,7.7314620,6.7616377,6.7729292,6.1149268,6.6651096,1,1126.715413108691109
395,7.08033442762,5.2537003,6.0146284,6.1711178,6.0779600,2.4993267,2.8476994,3.2957757,3.4602354,10.5825701,6.1899824,6.8514357,6.3032598,7.0803347,1,1120.782277865852848
396,8.19156618196,6.0357504,5.6225080,5.7327566,5.9255843,5.1439395,5.0301318,7.0854878,5.3014846,12.5819635,7.1903477,7.5944204,6.8123045,8.1915665,1,954.724768847771543
397,5.20586972498,6.8765583,6.5227337,6.6653047,6.1823382,2.8377929,3.7557321,3.3873229,3.8330221,4.4191918,8.2822714,6.1080999,7.1045418,5.2058697,1,979.124938511472578
398,13.9516978671,3.9321949,4.8371205,5.2174973,5.4511333,11.1572676,8.1492300,7.2944183,7.1112127,5.5072031,7.1641617,6.8616710,6.7408810,13.9516983,1,270.393665057917531
399,9.00877987792,4.3342376,5.0875378,5.9707875,5.5881419,9.8762321,6.8050175,5.6189756,6.7607827,5.8623314,5.0969901,6.1684403,7.0086522,9.0087795,1,350.106073919757819
400,8.74043989031,6.4002252,7.7194257,7.3124866,7.6296020,1.1581244,1.0786095,3.2880068,2.1511612,10.9383698,7.7052846,9.1312332,8.1411543,8.7404394,1,363.768517339024413
401,9.2558658921,11.8561964,9.4109955,7.5382376,7.4598317,1.2455148,1.2211554,2.8997474,2.6675229,12.0347281,7.8547816,9.0291548,8.2896891,9.2558661,1,307.212599348678623
402,7.64789245714,6.5144534,8.3671227,8.0931129,8.1812067,1.3650470,1.0216850,1.0465196,1.0374113,12.4524527,11.0885267,9.5588455,8.3250666,7.6478925,1,276.496288988528022
403,6.04150140339,7.8451500,7.9484987,7.9626470,8.0646963,0.6967363,0.9112985,1.0124483,1.1757385,9.1167688,12.5022564,10.4817877,8.7072220,6.0415015,1,336.283348563466632
404,8.83880431237,6.9256778,8.2114916,7.8784060,7.7600093,1.7918323,1.2999427,1.5255898,1.6668115,13.3859539,10.7406406,8.1891994,6.2565298,8.8388042,1,110.215143777681092
405,8.21047809855,8.4207134,8.1542721,8.3943920,8.0454502,0.7308811,0.7913378,0.9954585,1.2306775,10.3060932,11.9513855,10.1017761,7.9815035,8.2104778,1,219.536930098083758
406,7.45697283211,8.7772532,8.0394754,8.1677771,8.0749111,0.2595326,0.8511761,0.9817884,1.1472079,10.6200323,12.0177717,10.1123133,8.7564793,7.4569726,1,271.495645642508464
407,8.49838846915,11.8688126,9.1480503,8.2001877,8.0756464,0.9629022,0.8962588,1.2194220,1.2221235,12.3828878,10.7832918,9.4309731,7.7247443,8.4983883,1,201.116271839713306
408,7.87576859859,6.9749985,8.1715412,7.9380045,7.6743398,1.1961328,1.3013408,1.3545170,1.3799539,14.5672779,10.9671602,8.2845287,6.3239050,7.8757687,1,162.200547751028097
409,6.61948578373,10.6467886,8.0985889,7.8904715,7.7863631,0.8533058,1.0069160,1.4010603,1.2803628,13.8097477,10.2329845,9.9592609,7.6200862,6.6194859,1,250.615054271969143
410,4.49993260462,6.4697871,7.0724883,7.3618703,7.6650200,0.8061624,1.0935738,1.2129936,1.4948181,8.0543156,9.7212000,9.5668144,8.6662569,4.4999328,1,284.541692342999852
411,6.23329867055,10.3195658,8.5286503,8.1084166,7.9883680,1.2091968,1.0916040,1.2246145,1.4595882,13.1743088,11.5983887,9.4112148,8.1169386,6.2332988,1,432.831333206283261
412,5.83068646737,8.0040026,7.4485817,7.8040957,7.9199934,1.0786039,1.1335191,1.1333488,1.2104974,12.4214163,11.0086727,8.1596470,8.0624495,5.8306866,1,452.347398008158507
413,4.09219883927,8.8941183,7.4576378,7.8471351,8.0215855,1.3810778,1.2530304,1.5455184,1.5366056,5.8042684,7.0166655,7.6459761,7.4134121,4.0921988,1,452.811360855108774
414,7.04608525946,4.8185534,6.3784862,6.3325481,6.3118658,4.3175721,5.7069788,6.0882845,5.8981194,3.8844378,6.7504363,6.5420041,6.5733895,7.0460854,1,608.361904118946995
415,6.53072508023,4.4360952,5.4840560,6.5123372,6.5174022,6.7760625,4.4072075,3.4427476,4.4401441,0.5916288,7.1740656,6.2715130,6.2681055,6.5307250,1,597.911425764165074
416,8.12442245755,5.9153271,5.3776350,5.5070386,5.6973629,7.5163693,8.8465347,8.4419298,7.5072775,11.6910906,6.7450290,6.2299027,6.9679871,8.1244221,1,640.086681771252756
417,5.86370145934,6.4464116,5.4585052,5.1194696,5.5878601,6.9547825,7.6055565,8.2628813,6.8614945,10.4695415,5.7617373,6.3275051,6.9794502,5.8637013,1,697.980811699422361
418,6.99234089397,5.2805552,5.5825801,5.8727937,5.9938221,8.1105051,7.6139941,6.2219691,5.7857556,12.1581974,8.8930283,7.0568352,7.1130157,6.9923410,1,606.217767156142145
419,6.97062304665,5.5345273,5.2880340,5.3285208,6.2145834,6.2944551,9.1549196,9.2249517,6.5123377,11.0315228,9.7020664,8.5973597,8.2925892,6.9706230,1,535.064581529302018
420,6.3767423128,3.7388070,4.1545486,5.5044074,5.5953255,11.4631519,12.3813343,8.4532318,8.1902056,11.9183273,9.2831898,8.1741734,7.7915921,6.3767424,1,574.406880495422342
421,7.77574934784,5.7414932,5.8425798,5.6750774,5.5920076,4.1868072,4.6054716,5.3748045,6.0064621,9.1820068,7.5718884,7.2755442,7.0122619,7.7757492,1,655.890224803131559
422,6.17246215235,5.1648145,5.7215757,5.5899453,5.6407251,3.0527468,4.7145400,5.5018601,5.5785799,6.3436804,6.1243734,6.7433763,7.0006728,6.1724620,1,699.044261753841511
423,5.40997945162,5.5774846,6.3570261,6.3626351,6.0435462,4.0362711,2.8698006,2.6564155,3.8664052,0.0000000,6.7464347,6.8066134,7.0105619,5.4099793,1,745.782412853042501
424,5.59239223125,6.9411440,6.5843081,6.2582879,5.9151602,3.9912179,3.7282956,3.9778688,4.7007236,0.4133066,5.9318457,5.5329642,7.3822384,5.5923924,1,792.918720735553734
425,6.50080886784,6.4335241,6.6711006,6.4775510,6.2045546,3.5356138,2.8163245,2.8113291,3.2401364,4.6328421,3.6860354,6.3403645,7.5052671,6.5008087,1,804.279837765523780
426,7.81827417456,5.9193430,6.3176265,6.0844722,5.8219519,3.7520549,3.0727706,3.4829087,5.5391126,3.6777062,6.7653561,8.1358480,7.9407372,7.8182740,1,652.338065201821109
427,6.9923413118,6.3238559,6.2069497,5.5316014,5.6095195,3.3426366,4.8676848,6.1935172,7.0120087,6.9868536,7.7932181,7.5937419,7.7674584,6.9923415,1,633.538544495914266
428,6.53073016451,4.2069058,4.4155374,5.1568217,5.5093160,7.3889818,11.5862474,8.1179743,7.1675282,5.0975966,7.1860266,8.7445087,8.2379789,6.5307302,1,576.268264451491405
429,5.91270004077,6.0637636,6.2084789,6.3969102,6.1890135,3.8388910,3.3939896,3.0941730,3.5756059,2.8686044,5.4992709,7.7438917,7.8821917,5.9127002,1,649.928541192305602
430,4.54682343793,7.5446496,6.5494223,6.2402034,6.1771545,1.7305945,2.5726664,3.3213301,3.5588045,6.2658668,5.0203881,6.3459229,7.2075720,4.5468235,1,852.920836310805043
431,7.17094940584,6.0288181,5.2097435,5.7225380,6.0565758,2.6801240,5.7838001,5.2793088,4.3148761,4.6354165,3.9624162,7.1317444,6.7562480,7.1709495,1,905.165250378863220
432,6.79922810185,5.6680651,5.9157882,5.8225222,5.8447165,9.8350992,5.3474617,5.6272330,5.5992022,1.7214032,5.6672511,6.5061064,6.9342942,6.7992282,1,852.778120081912675
433,6.50080065726,9.5442448,6.2614331,5.9680800,6.1097827,1.3248593,3.8239894,4.2561188,4.1456375,0.4118349,7.5819521,6.7749019,6.6417718,6.5008006,1,921.451242365993835
434,5.19748091615,5.6829896,6.2679386,6.0452876,6.1813788,1.9131768,2.1771750,3.6389027,3.6986299,4.5980110,6.5267930,7.2115879,6.5399075,5.1974807,1,950.481582017553933
435,6.53070740772,6.5416579,6.0772185,6.2896471,6.0143499,3.4649796,2.9716108,2.8565044,4.4402642,4.1765761,8.8202715,7.0044198,6.7978964,6.5307074,1,930.383283945623134
436,8.23292656798,7.6433554,5.6819921,5.4937668,5.4703808,1.6227556,5.2749324,6.2954750,6.9283280,6.9426737,6.1438799,7.2148457,6.4841866,8.2329264,1,835.033378490050609
437,8.69587838649,7.1676259,6.0654316,5.6219053,5.4302573,4.3423071,5.8338790,6.6712766,7.6888313,7.9421473,4.8653674,6.3334904,7.1201830,8.6958780,1,763.080708380679994
438,5.90253853223,6.2263956,6.0451164,6.0106554,6.1120591,4.6506128,4.1451030,4.1734600,4.0420270,8.1705751,8.4216461,6.8590269,6.6085877,5.9025383,1,817.082104514831144
439,5.96731649905,6.1556859,6.0518537,5.8923006,5.9615645,5.0552492,4.4496770,4.3349447,4.2445269,12.2876015,8.7063913,7.5785613,6.6706390,5.9673166,1,893.284634086125266
440,8.64852294776,5.0599999,4.9962091,5.2635288,5.6830001,7.6819029,8.3456354,7.7008204,6.5572863,4.6274405,6.1561060,6.2288709,6.8131542,8.6485233,1,709.209065842049995
441,4.99002527591,5.6509504,6.5774884,6.2642322,6.8491936,2.7014515,3.0944788,5.0726109,3.5496676,5.1429267,7.6289840,8.4486179,8.2970486,4.9900250,1,335.611956218380442
442,6.30058578271,5.4941273,6.5659075,6.4509206,6.8392544,6.8364635,3.6347563,5.2413683,3.7408469,6.5762386,5.7715082,8.8076601,8.8729134,6.3005857,1,366.773191447404201
443,5.88168983116,4.7969375,6.0246105,5.5977864,6.4648809,8.2144833,4.9967303,7.7576451,4.7388396,6.4269018,8.0264673,8.9395351,8.7694502,5.8816900,1,379.674719055948174
444,8.4011100028,4.9350338,5.2814035,4.8900599,5.4448276,3.8159175,7.6552048,9.2339144,7.4395070,5.9013700,7.9419456,8.7950830,8.6573658,8.4011097,1,494.809009871786998
445,6.1182984715,4.2047954,4.9018402,5.4254766,5.8252335,7.3880758,8.0365515,7.0540743,5.4471312,4.7246866,7.2983437,8.2456179,8.3616590,6.1182985,1,547.116672320864382
446,8.21353418136,5.0116854,5.9021587,6.2230062,6.0523171,6.5259690,5.5998764,5.2902255,5.2774305,5.6712608,6.3284307,6.4496365,6.5505996,8.2135344,1,749.241666916636291
447,14.641663047,6.6697826,7.4369478,7.1081820,6.6245818,1.9889826,1.9698038,2.6680560,3.9352398,12.1999531,13.1782484,10.3228884,9.9708948,14.6416626,1,484.831985855795324
448,12.748561613,5.6551719,6.8058243,7.1909556,7.4240246,2.1172364,1.5972911,1.6413835,1.5419924,9.9016590,10.1020498,10.9292994,9.3245363,12.7485619,1,216.850534062174802
449,10.1792463009,6.0740776,6.8400507,7.3357892,7.5608168,1.8109397,1.3627689,1.3851571,1.2996204,10.4560242,9.7797117,9.6765099,8.7395220,10.1792459,1,162.011097489758470
450,8.62500651161,5.8716831,6.9908624,7.2874222,7.5675249,2.2351267,1.8622756,1.7368692,1.5713303,9.0609322,8.9177380,8.6976948,7.4191866,8.6250067,1,100.708350346433150
451,4.37301353101,8.0782309,6.8863220,6.8735995,6.7718964,1.2929925,1.8899339,2.2406561,2.4091210,1.4524530,3.9006174,3.8462460,4.2043452,4.3730135,1,82.879681964593402
452,4.02619372237,7.1921654,6.7561464,6.8697586,6.7790699,2.0133655,2.5781560,2.4884245,2.5081336,1.2840229,3.7368751,4.5360236,4.7519674,4.0261936,1,65.845231343334873
453,5.24425563571,6.6491542,7.5529203,6.9478650,6.7526097,1.6267767,2.0945897,2.4494743,2.5896580,3.5713854,4.0808759,5.1898055,5.2452917,5.2442555,1,43.218590488349903
454,5.8240425184,8.4685431,7.4382057,6.9102859,6.6586051,1.6871631,2.6936190,4.3947663,4.3094902,4.9160390,3.3813143,5.4135528,5.9789782,5.8240423,1,133.301062565074517
455,4.52613599171,7.2876816,7.1511722,6.7262940,6.1818757,1.5168961,2.6150730,4.2664075,5.3670177,1.2981064,8.1318903,6.7993851,6.2102690,4.5261359,1,193.825552937493256
456,8.91373390378,4.0765090,4.5743384,5.5089917,6.2965927,8.4187660,10.2799873,8.2705679,6.2604165,6.5225282,4.8916788,7.6127157,7.2576432,8.9137335,1,246.645879996106657
457,2.99546155308,5.6467443,7.7745008,7.6997094,7.2569847,1.7224497,1.1457999,1.3715504,2.5875306,6.9599290,9.6555262,8.7401714,9.5908651,2.9954615,1,377.105763396519421
458,4.76036799003,8.0784712,6.9050121,6.7911549,6.9570093,0.8663225,3.8478112,4.8675981,4.4089298,8.5935202,10.3303938,8.6578884,9.1135015,4.7603679,1,459.276189756172528
459,8.2957336933,4.1537261,5.0530562,5.4571996,5.9458094,18.4596348,11.2806273,8.4179401,7.0910854,9.2312269,8.7980747,8.6339283,9.1607037,8.2957335,1,491.960033863855585
460,7.01934858056,4.1425543,4.6261487,5.0481725,5.4581513,9.7082090,9.6389818,8.7870073,7.9995928,6.9087272,7.1036348,8.0976067,8.1690550,7.0193486,1,599.922132607782487
461,7.36532054476,7.8841777,6.2858477,6.4422059,6.2259188,1.6188767,4.7432618,4.4411731,5.4695530,3.1394053,6.1175041,7.0424757,7.6153731,7.3653207,1,391.280624239019687
462,7.96997269697,7.7101989,6.5482836,6.7196426,6.8436880,2.0264068,2.8805497,2.9721632,2.8346610,11.5345135,8.0050335,6.3164234,5.9918919,7.9699726,1,36.040872187794974
463,13.5688658112,5.8945971,6.4432101,6.9032564,7.2204113,2.9102087,2.0905488,1.9205970,1.7963519,8.1609421,10.9869118,10.7229214,10.7068605,13.5688658,1,392.416005799757897
464,38.2001564683,6.1741343,7.3273535,7.3431001,7.4342871,1.9979725,1.5970901,1.7156008,1.7153738,15.8067684,11.0931597,11.4023037,9.9060688,38.2001572,1,417.227247605561615
465,13.3600706586,6.6058536,6.1675806,6.6658607,6.9987245,1.7078009,2.3389680,2.5226433,2.5451159,6.8896070,8.6469469,10.8019314,9.7851830,13.3600702,1,444.135515231741920
466,6.2750058953,5.7324562,6.3920045,6.1964941,6.2739286,3.9263332,3.1855052,3.4939258,3.8645098,6.3229012,7.8563976,7.1089263,8.2386150,6.2750058,1,679.808969121023438
467,6.20898836261,7.2475891,7.6204758,7.3535075,7.4001989,1.4268217,1.3952526,2.5904226,2.4611783,14.3330231,10.5588617,7.9594779,7.5315423,6.2089882,1,513.701612356111241
468,5.85638573702,9.9221601,9.3086996,7.8219385,7.0979519,0.1311954,0.6469366,2.1855826,2.9904451,2.0388310,4.4193935,6.5170636,6.6960459,5.8563857,1,527.671573049589483
469,6.4672815627,6.7352290,5.9041905,6.5247984,6.4510283,1.9813914,2.9502437,2.8562636,2.8738706,0.1405340,3.6487718,4.6434207,4.6648712,6.4672813,1,37.484465965215335
470,5.50841852195,6.8332024,7.0821595,6.9323883,6.5639911,1.9448265,1.6822736,2.0149302,2.5467277,12.7654161,7.8752699,7.6234603,6.2343459,5.5084186,1,844.097751970777495
471,6.44863520752,6.9502444,6.6727843,6.6703639,6.5414176,1.2375301,1.7763294,2.4910548,2.6752708,10.2979832,9.5756531,7.5049162,6.6584048,6.4486351,1,897.500775007777975
472,3.766318711,4.8751111,6.5173826,6.5476251,6.4546156,4.2092838,3.1362526,3.1811652,2.8173702,8.6548595,9.8389721,7.2500482,6.8401980,3.7663188,1,938.507899069847781
473,5.63053823173,5.2844734,6.4337850,6.3100743,6.3430419,4.0337758,2.9774733,2.7726879,2.9622288,10.2456923,8.4982309,7.4933505,6.6862850,5.6305385,1,900.177634573141859
474,5.25986879459,5.8671427,6.0010867,6.1734304,6.4374499,2.3290761,2.5094252,2.7986400,2.6352305,9.0922832,8.7390985,7.0165987,6.4723048,5.2598686,1,769.110369855301428
475,6.33045310562,6.0527639,6.3509035,5.9206033,6.3225789,1.5896317,3.2522032,3.8335268,3.4518967,2.6347857,8.4102125,7.1464429,6.0126824,6.3304529,1,742.979371160268215
476,5.52895958669,7.0998168,6.1937170,5.9621263,6.0838051,1.3637171,3.2703516,3.6707931,3.7422805,5.0123329,8.7070274,7.2293615,6.1913114,5.5289598,1,775.623251291136057
477,7.11146277618,5.6346965,6.1971707,6.2974324,6.0902929,1.7953025,2.5547190,2.8496549,3.4237864,6.7676167,9.1081629,7.1398978,6.3578119,7.1114626,1,816.178474658141909
478,4.70888811986,5.4569144,6.1040392,6.3543844,6.3827724,2.4199283,2.6584024,2.4253955,2.6679556,11.1540213,8.3732824,7.0946999,6.5919623,4.7088881,1,827.165201536546647
479,4.98698083436,6.1782837,6.6686630,6.5698028,6.2785873,1.1143018,1.7637651,2.1772690,2.7379909,9.2995968,9.3152885,7.0692329,6.4974103,4.9869809,1,808.420837275977192
480,4.92907268008,5.9606004,7.0170698,6.6924610,6.5458684,2.6896324,2.0388865,2.1647162,2.5356536,12.1670494,9.2378454,7.7452841,6.3328381,4.9290729,1,879.694418567933894
481,5.9901749686,6.0942054,5.9740877,5.7442431,5.8946657,1.2392821,2.8433256,4.3805361,3.9164844,6.8976088,6.9615307,7.1042399,7.0102949,5.9901748,1,963.367380139718193
482,8.02079765623,5.0296421,5.5530562,5.5281076,5.7421865,9.9608059,6.0408173,5.8162661,4.5999212,6.0814028,5.4582191,8.0742064,6.8904357,8.0207977,1,1059.241212364121566
483,7.75932288086,7.4214368,6.7477698,6.6207466,6.9488063,2.6384282,3.0044258,2.7819810,2.5761786,0.0000000,0.0000000,0.0000000,0.0000000,7.7593226,1,564.114061271285777
484,7.20703828766,6.3326497,6.5145073,7.0830626,7.1075492,2.5902174,2.6474905,2.4781199,2.4284930,0.0000000,0.0000000,0.0000000,0.0000000,7.2070384,1,500.968455084276684
485,9.57573655046,5.9647179,7.5469823,7.4178028,7.0209813,2.5566626,2.2827520,2.4971788,2.4625652,0.0000000,0.0000000,0.0000000,0.0000000,9.5757370,1,457.867518696001298
486,4.49993033572,6.1675887,6.5247426,6.6718693,7.0437374,2.5894957,2.8137953,2.8167088,2.3934033,0.0000000,0.0000000,0.0000000,0.1118696,4.4999304,1,376.245102829506834
487,5.20591086857,6.4696212,6.0370226,6.2071371,7.1736732,4.3039560,3.3975260,3.1470480,2.6471353,0.0000000,0.0000000,0.0000000,0.0000000,5.2059107,1,523.605248939038347
488,5.27867041429,5.7304153,6.7249022,6.9738283,7.2638216,2.2890866,2.4561613,2.6258681,2.4041097,0.0000000,0.0000000,0.0000000,0.2726818,5.2786703,1,334.577473783042308
489,4.69489970024,5.9628611,7.2864408,7.2901073,7.2295284,2.2286577,2.4499602,2.4856265,2.6889808,0.0000000,0.0000000,0.0000000,0.0000000,4.6948996,1,605.881362692633729
490,5.36339919615,5.6909785,7.0859289,7.3910255,7.3611822,4.4161844,2.7625268,2.5000491,2.5334308,0.0000000,0.0000000,0.0000000,0.0000000,5.3633990,1,586.994566407325010
491,4.6290859409,6.9044652,7.7273784,7.7148118,7.4280267,3.3179286,2.5526209,2.3217225,2.5324945,0.0000000,0.0000000,0.0000000,0.0000000,4.6290860,1,542.938988122377054
492,5.11526919497,5.6408229,7.2531133,8.0184584,7.4841199,2.5129068,2.4412460,2.1352248,2.5265546,0.0000000,0.0000000,0.0000000,0.0000000,5.1152692,1,497.965931547654407
493,3.9082024555,6.9249158,6.8212547,7.3507547,7.4951386,2.6389050,2.4742546,2.4202123,2.4608493,0.0000000,0.0000000,0.0000000,0.0000000,3.9082024,1,559.969915474448044
494,5.04353085659,6.5183449,7.8848519,7.6914430,7.5078855,2.2832084,2.5229206,2.4656093,2.5932882,0.0000000,0.0000000,0.0000000,0.0000000,5.0435309,1,548.196880450632420
495,5.09173881239,11.2787733,7.7588949,7.5074511,7.6452527,2.2445965,2.2637751,2.3073781,2.3667197,0.0000000,0.0000000,0.0000000,0.0000000,5.0917387,1,491.687762598600671
496,4.62467566096,7.4744782,7.9419718,7.7180367,7.5619302,2.5154736,2.2288165,2.4131389,2.4455380,0.0000000,0.0000000,0.0000000,0.0000000,4.6246758,1,497.988910634068020
497,5.11527182445,8.6925840,8.5860958,7.8249111,7.7593365,1.6625961,2.1757689,2.1978681,2.2747884,0.0000000,0.0000000,0.0000000,0.0000000,5.1152720,1,430.964796509303710
498,4.14383225409,8.2455015,8.5418615,8.1321363,7.8434167,2.2536356,2.0882668,2.1727240,2.2211876,0.0000000,0.0000000,0.0000000,0.0000000,4.1438322,1,427.665094991280114
499,4.12967566342,7.4220648,7.0954194,7.5295863,7.4381180,2.6323409,2.4076858,2.4073400,2.3988175,0.0000000,0.0000000,0.0000000,0.0000000,4.1296759,1,449.047082104792992
