OID_,Length,TWI,TWI_5,TWI_10,TWI_15,Slope,Slope_5,Slope_10,Slope_15,Irrigation_Density_100,Irrigation_Density_200,Irrigation_Density_300,Irrigation_Density_400,Value,NEAR_FID,NEAR_DIST
142,17.2536702047,7.9570847,6.5082011,6.2718196,6.4199634,0.6405753,2.4009342,3.7365324,3.2101939,6.4801631,6.1058612,5.6199131,5.3071060,17.2536697,1,570.493813271763429
143,16.940861123,7.8554597,6.5117593,6.2749310,6.4226661,0.6677841,2.3968482,3.7313924,3.2065079,6.4845948,6.0974402,5.6177855,5.3057728,16.9408607,1,570.803067734132924
144,17.4609313134,4.8029184,6.5472813,6.3955660,6.5787454,4.1479883,3.3648961,3.3337421,2.9686553,6.8106623,5.3834610,5.4224439,5.2591543,17.4609318,1,587.213171127794681
145,15.5225739705,5.4094586,6.7048178,6.8343978,6.8597617,3.4473224,3.0141616,2.4567018,2.6070914,5.8839841,3.8960335,5.0107913,5.1326060,15.5225744,1,634.969678804239152
146,11.6236361412,5.0030313,5.2975039,6.0356154,6.1253386,8.6426229,6.8585014,5.1474376,4.8920560,0.0000000,0.0000000,0.8423887,2.0536063,11.6236362,1,1116.162596868303126
147,9.62827183146,5.9792938,6.4223213,6.0066161,5.9082990,6.7055874,4.9917026,5.6320934,5.2694716,0.0000000,0.0000000,0.8274871,1.8404293,9.6282721,1,1145.450324422115727
148,8.78522019748,6.2267423,6.7441201,6.0735278,5.9659595,2.1987293,3.6770039,5.5375805,5.4058137,0.0000000,0.0000000,1.0813631,1.9678342,8.7852201,1,1145.976730094196682
149,10.9770420722,5.7216315,6.0606256,6.3433623,6.4668055,2.1389649,2.5704682,3.1226263,3.8695798,0.0000000,0.0059034,1.4262718,1.9530737,10.9770422,1,1115.407260755503557
150,11.7136866895,4.8827324,5.3737526,5.4794769,5.8580036,3.6790266,6.5411162,7.1867785,5.7043309,0.0000000,0.0000000,1.0166230,1.6263584,11.7136869,1,1258.338191317611063
151,10.417214704,4.3764305,5.4520802,5.4431424,5.8069282,10.7804222,6.8299203,7.2174792,5.7735124,0.0000000,0.0000000,0.6252175,1.5616813,10.4172144,1,1263.382474702635136
152,11.3614664323,5.9878545,6.2399597,6.7736993,6.9419332,1.4284867,1.9990858,1.6985128,1.6803539,0.4566596,1.7659997,3.2441399,3.0109491,11.3614664,1,37.790614073960292
153,4.57079630771,6.9620724,7.3668895,6.9335222,7.0053668,0.7084066,1.2344842,1.6825063,1.5907075,0.3595442,2.8738494,2.9714119,2.6987863,4.5707965,1,71.901783273309590
154,6.23789773426,6.5497975,6.9117713,6.8819962,7.0862088,0.9126343,1.7239914,1.7646334,1.6783503,4.0966430,4.0771956,3.5979605,3.0235479,6.2378979,1,34.896921528059579
155,9.98266883762,4.6581154,5.7961903,6.6594768,7.1577239,6.3345819,4.4356246,2.5435193,1.8536499,7.5286746,5.1737218,4.1884036,3.4484487,9.9826689,1,17.135138989202272
156,8.67806835435,5.4566998,7.3914452,7.1177425,7.2344265,2.4181252,2.5049071,1.9508345,1.8078449,9.9595966,5.2179041,4.2945099,3.5312638,8.6780682,1,13.801341074912333
157,4.2928680728,6.0859351,6.9750013,7.1475964,7.0692825,1.2938086,1.7287320,1.7466203,1.9106574,5.1317081,4.3475513,3.2477028,3.4745929,4.2928681,1,37.607256238966244
158,5.93140135036,5.9321856,6.3123260,7.0242720,6.9925108,2.2701442,2.0294445,1.9513258,2.0162170,5.2630625,4.4497395,3.3563452,3.6286888,5.9314013,1,32.721816318189902
159,5.95525320261,5.6564608,5.9064164,6.7148495,6.8592401,1.6734101,2.9614983,2.3630404,2.1953993,3.2372472,4.3813796,3.5019169,3.9083712,5.9552531,1,33.855762853846791
160,5.63731296116,7.6923342,5.9534712,6.5520229,6.7445903,0.6767811,2.9136033,2.5384946,2.4063821,0.0501390,3.9223583,3.8275816,4.2692246,5.6373129,1,37.700109881573162
161,11.8399430807,7.0376916,7.6644130,7.2517686,7.0629187,0.4352753,1.1554718,1.8475431,1.9222819,6.4337773,5.5787139,5.3498778,4.7857127,11.8399429,1,57.359614433955841
162,14.6040345901,7.7677870,7.7771463,7.6811643,7.5134659,1.4721725,1.2943388,1.1456311,1.2945168,7.5513263,6.2755299,6.4369788,5.3790798,14.6040344,1,122.591295356035815
163,11.3647931993,5.7846403,6.9193530,7.5338869,7.3484902,1.4743758,1.3621103,1.5379422,1.7356416,15.9998436,6.9223294,5.0925283,4.7152705,11.3647928,1,93.627778423888003
164,10.8142079438,6.0788779,6.6163092,7.3764668,7.3857970,3.4034102,2.1661248,1.6259350,1.6406809,14.2351341,7.3125763,5.1846647,5.0026145,10.8142080,1,109.817329181475117
165,225.630386932,6.1077800,7.1416764,7.0564971,6.8611441,1.1670705,1.0995244,1.3269881,1.5601085,9.8759785,6.2077641,4.0663996,2.9176121,225.6303864,1,918.599886515269304
166,212.566177486,6.1079268,7.0377975,6.9736567,6.8566785,2.2936530,1.1054071,1.4052764,1.5987253,8.5452518,5.9283047,3.9715583,2.9000270,212.5661774,1,939.539253796585626
167,347.746645103,6.4146953,6.7253728,7.0272298,6.9119992,0.7912787,1.5245315,1.4669019,1.5355551,6.0603247,7.3641644,5.9767175,4.3493047,347.7466431,1,644.761705614550579
168,679.483852874,6.0777841,5.7012134,5.5801616,5.7111373,7.7803130,8.1104593,7.1728024,6.5893631,5.4226179,6.3512998,4.8591256,5.5218639,679.4838257,1,172.229546233718622
169,729.034957631,7.5161695,5.6909823,5.3044176,5.4154830,3.2485862,7.2238030,8.1200838,8.1243010,3.0665214,4.6762538,4.2353463,3.8211389,729.0349731,1,112.722256875718827
170,197.302033656,4.1523261,4.2644243,5.3042550,5.7663221,21.2339935,17.2036915,9.2747202,6.9798088,7.8668275,5.0658064,5.7687764,7.0654335,197.3020325,1,531.525114544629332
171,121.694536368,5.0009208,6.0618248,6.4670196,6.2199545,8.8612509,5.5706081,4.3264718,4.6545095,10.0665216,7.8466730,6.5767884,6.5131021,121.6945343,1,157.268648110615118
172,594.500474648,5.4081063,5.3695874,5.5848036,5.6333671,11.0684156,10.0977564,7.5109735,6.6006756,7.0585842,6.0102878,5.8195567,4.7397742,594.5004883,1,256.820233488219060
173,299.170948925,5.3647914,6.0591946,6.7174549,7.0080724,4.6555161,2.9775412,2.0549560,1.9580796,7.3229465,5.8361726,5.4471016,4.6044350,299.1709595,1,519.772184115340792
174,48.3181563679,5.2581782,6.9769397,6.9185629,7.1104536,2.5082517,1.7430866,1.8911259,1.7874783,3.3091216,4.0648923,4.8858809,4.3506827,48.3181572,1,517.788732855600415
175,33.798190729,5.2107339,6.2748876,6.2149019,6.3680415,5.0305071,2.6258752,3.4671865,3.5439265,0.0000000,1.2462051,1.4931180,2.3494868,33.7981911,1,73.069146220716121
176,181.457959065,5.1123104,5.6124153,6.4659762,6.6528606,3.2426522,3.7914693,2.5280166,2.2372754,6.9033651,8.9237757,8.7978430,6.4108729,181.4579620,1,435.514923030281409
177,23.4231935954,5.2103024,5.3768349,5.7699432,6.0476022,2.6382284,5.1582789,5.4734416,5.5908713,0.0000000,0.0000000,0.0000000,0.1015017,23.4231930,1,255.948395871701905
178,126.729133578,5.1238127,5.2051363,5.3849683,5.7865310,9.3478918,9.1637039,7.3660998,6.7306905,0.0000000,0.0000000,0.0000000,1.0249158,126.7291336,1,176.184081646684973
179,8.31079446666,5.4969435,5.8812332,6.6378655,6.6928668,4.0777364,4.0908546,3.1813874,3.0392647,0.0000000,1.0564264,1.1085323,1.2060703,8.3107948,1,138.558857381898349
180,10.1880082178,4.8787823,5.6480727,5.9823651,5.8648133,7.6677656,5.3630881,4.7526865,4.9103270,3.6603518,2.7466993,3.0050669,2.8415716,10.1880083,1,22.399085909925304
181,22.0140906424,4.8674421,5.8920422,6.0614824,6.1422091,4.6917114,4.0845046,3.8617320,3.9225876,13.0158625,8.4583149,5.9275842,4.6595392,22.0140915,1,133.474915806691655
182,14.0922113917,5.2806802,6.2779088,6.1924767,6.1982074,4.0356612,4.4253335,4.1753030,3.9911733,9.3268843,7.2240734,5.4500780,4.2870488,14.0922117,1,113.218525180284090
183,41.5512212419,8.9736195,5.9171300,5.8242350,6.0792446,1.4708574,3.4675407,3.9135711,3.9905612,14.6509295,9.7172880,6.5778465,5.3264174,41.5512199,1,100.110400000587106
184,7.87245834464,8.2485199,7.0552545,6.6858721,6.5324097,2.4995801,2.8701286,3.2400277,3.1759994,8.8814945,6.3772454,4.6327491,3.8932991,7.8724585,1,15.455974931437479
185,4.69127557582,5.9030766,5.9585233,6.7376494,6.9843078,1.3125294,2.8397496,2.3651006,2.4556360,0.0994174,3.2707374,2.8948686,2.6181185,4.6912756,1,93.619049871547105
186,5.91272731339,6.2315063,6.5779309,7.0365610,6.8235970,2.6200502,1.8562135,2.1351974,2.6090832,0.9564427,4.2769680,3.9100542,3.7515743,5.9127274,1,73.407800000160933
187,7.97845790885,8.2005329,5.7152548,5.8628063,6.4456944,0.6440085,4.5180430,4.1362576,3.2888744,9.1391726,7.2613544,5.7267752,4.9362535,7.9784579,1,1.290900000371039
188,7.04611623143,5.8341312,6.6607943,6.6105213,6.7989516,1.6172886,2.0001347,2.1965783,2.6830943,1.8942469,4.6042538,4.6858549,4.5281291,7.0461164,1,76.324999999254942
189,4.36760657677,6.6378541,7.3078756,7.4905400,7.1246357,2.0104337,2.1756923,2.2189443,2.4920413,0.0229910,2.7898431,4.6557512,4.9489083,4.3676066,1,116.205330836358769
190,5.20938124052,6.1174126,7.7499218,7.5164270,7.2026691,1.2594130,1.6251194,1.9538472,2.3323033,0.1283634,4.4290109,4.6106281,5.0903163,5.2093811,1,95.131953144716306
191,4.56398391555,6.6375046,7.3156257,7.0795493,7.3504539,2.0209117,1.8082839,2.2219839,2.3080726,0.3073986,4.6139274,4.6830087,4.5534873,4.5639839,1,89.048226168937177
192,20.9341631386,4.1979480,5.2539477,5.6778765,5.8567748,9.2565908,5.4941201,5.5926828,5.0945768,9.5488091,7.9039092,8.1056652,6.7743258,20.9341640,1,24.021835829495572
193,14.7758952591,5.2493758,5.2680016,5.3146119,5.7119761,4.5295005,4.5848093,6.8239541,5.9344792,9.9268045,8.5604982,7.4863682,6.6991611,14.7758951,1,29.729160624412312
194,4.07338607437,7.6645708,8.0003157,8.1388540,7.4537764,1.8332767,2.0405772,2.0495110,2.5629358,3.6145275,4.9085765,4.5682569,4.3645205,4.0733862,1,76.542173806378912
195,5.70760948054,6.2223606,6.6912732,7.0365205,7.2653866,2.3792212,2.4010949,2.6195054,2.4761295,0.1401906,3.2508471,4.2168150,4.0326571,5.7076097,1,81.380716019816504
196,6.64936365851,5.4245491,7.4729462,7.3652091,7.3009324,2.1496763,2.0325081,2.0931177,2.2277460,0.0750158,0.8414372,2.2191565,3.2063537,6.6493635,1,107.908210710911447
197,3.89514644724,8.6927433,6.6975765,7.1064792,7.1468267,1.5429453,1.9190314,2.0316122,2.0583620,0.0000000,1.7501228,2.8784764,3.8034670,3.8951464,1,66.538835166110985
198,13.185552176,6.7589192,7.7533565,6.2037387,6.2921047,1.1382387,3.2290416,4.9222026,4.7266855,3.1459589,4.0442972,5.0230575,4.9757857,13.1855526,1,33.710962165685331
199,13.2711106822,5.1478281,5.6346197,6.3487463,6.4956517,3.7598324,3.4655132,3.4234729,3.8068604,3.8009183,4.3276029,4.6463513,5.1263728,13.2711105,1,30.323636978675719
200,16.5533522788,4.4327912,5.3789735,5.3350005,5.5715184,12.4044657,7.5709839,6.7917814,6.5935235,9.1934853,6.6603909,6.5087991,6.0501871,16.5533524,1,154.670399030000453
201,14.3259800651,5.8729563,5.8025794,5.8420959,6.2742562,1.7922311,3.3287954,5.1526895,4.4916582,6.4913349,7.5234985,6.2873788,6.5345054,14.3259802,1,118.896457096240638
202,8.02549768308,5.0038433,5.2474222,6.0883770,5.6351933,8.1199369,6.3025646,5.3364544,6.5968914,5.9355617,4.8708792,6.0830679,7.0121531,8.0254974,1,358.501454179825998
203,7.64068854046,4.9917812,5.6092901,5.9153914,5.7728825,3.2764218,4.5595798,5.2138376,6.4183688,5.7592154,4.7839212,5.6743608,6.6879678,7.6406884,1,411.570029589682520
204,7.04608989676,7.2302079,6.6430087,6.7518420,6.4512386,2.9154117,2.7546461,2.9911819,3.5790620,4.8776374,4.0224595,5.6484776,6.8405571,7.0460901,1,497.243664478993310
205,8.34471990812,4.8396831,5.8916216,5.9362593,6.0110536,6.4929442,4.5424676,4.5170150,4.1328349,5.7768359,3.6455007,5.5879097,6.9451456,8.3447199,1,620.019775566441467
206,7.26804695585,8.8661346,6.5135999,6.4747815,6.4328671,1.6989053,3.5198491,2.8372793,2.7705383,6.5931649,6.7817297,7.2146010,6.6548295,7.2680469,1,745.008716388946709
207,6.70977630753,5.5097208,5.8333778,6.0247178,6.4011822,4.1470575,3.8525331,3.7207141,3.1770246,5.6267552,7.2604747,6.8202510,6.6023273,6.7097764,1,724.408361667753638
208,5.78667396865,6.1135473,6.1162348,6.6536818,6.5463810,4.4837584,3.7080450,2.8849595,3.1069174,11.6298361,7.0490074,6.4191899,6.4227090,5.7866740,1,695.255189317620193
209,5.17755622779,7.5210199,6.9200134,6.4071178,6.6043134,1.9478172,3.1684375,3.4083321,3.1734495,3.4216132,8.0719585,6.9347339,5.9595666,5.1775560,1,701.682168187039110
210,8.32241241839,3.1750274,3.9818907,5.5193605,6.5351334,19.2812424,15.5849190,7.7237644,4.2472124,0.0000000,3.1386199,6.3386145,6.6792393,8.3224125,1,662.251998528928993
211,4.18859921563,7.8596401,7.4793677,6.9421563,6.7489715,1.7495567,1.8382777,2.3271799,2.2751195,8.0461369,6.4536662,5.7346168,6.0658302,4.1885991,1,488.998186242537201
212,5.4499904584,7.9686909,7.7311001,7.0652356,6.9965701,1.7196814,1.7246099,2.3618491,2.2057495,0.7902772,5.4673386,6.9860063,6.0544434,5.4499903,1,413.553018906543628
213,28.7764744708,5.5933304,5.4637761,6.4792662,6.3444691,4.6655164,4.3989906,3.5495424,3.4754603,5.9604983,6.3903012,6.3068213,6.2186856,28.7764740,1,360.191700000315905
214,5.20587264711,7.3336935,6.4913135,6.7309256,6.6439710,2.7596626,2.8183179,2.4756827,3.3490512,11.4885025,6.8674784,5.4741292,6.1427469,5.2058725,1,516.269788487493770
215,11.961625524,5.7571330,5.5743556,5.7190008,5.8389010,7.1464591,8.1379557,6.9021692,6.2870531,8.8018980,6.2652268,6.3703413,6.0215583,11.9616251,1,382.407253234395682
216,8.32243962208,4.2653947,5.4016752,5.4674358,5.6214886,8.7109423,9.3636799,8.2970076,7.7618623,6.1874356,6.5550361,6.5404658,6.2734451,8.3224392,1,447.289840874518688
217,9.98365403048,5.4320893,5.7608948,5.1215115,5.5607123,5.2341881,6.5233035,8.7994738,7.5416117,0.6366646,6.4318242,6.9639950,6.6681519,9.9836540,1,496.247873846287064
218,7.46091327282,4.5305567,4.7290659,5.2883539,5.3554740,13.2574291,10.0985947,8.7731781,7.7479053,1.5012536,5.8738885,7.0138278,6.5505400,7.4609132,1,564.164211831851617
219,7.7228631191,6.0010662,6.7870073,6.6325431,6.1641479,1.2345930,3.1323135,3.5628872,5.2472138,6.5784883,5.6010795,6.0464859,6.7081218,7.7228632,1,589.590607084228395
220,10.6064692198,5.5884619,6.5729961,6.3679261,6.4779558,1.8967155,2.4127839,2.6166146,2.5223527,0.0247527,7.7116256,7.0496616,6.3689108,10.6064692,1,364.120941495355908
221,70.8082440706,5.4447970,6.4355955,6.2344551,6.2021475,4.5980835,3.3884239,3.4289238,3.7294385,6.1109505,6.2644367,6.4417295,5.9978261,70.8082428,1,280.747639175109555
222,5.53211821154,6.7696762,6.7634811,6.4650550,6.2764750,1.1741261,1.3565552,2.2115066,3.1456258,6.4624233,8.9015551,6.9954000,6.2739530,5.5321183,1,418.314978881195771
223,5.92620417971,7.2090974,6.9323235,6.7381544,6.6191344,1.2371379,2.9889812,2.7308912,2.5874600,13.8070974,7.6001668,5.8744783,5.9908352,5.9262042,1,523.266480833775631
224,4.62789635216,7.0094509,6.5255675,7.0462451,6.7675462,1.0520041,1.6106189,1.9050654,2.2418416,13.5734301,6.6745262,5.1596723,6.0481944,4.6278963,1,525.955538621251662
225,2.86154478574,5.9682422,7.6164784,7.0598245,6.9507279,1.8237619,1.4968498,1.8477392,2.0010076,5.6114483,5.5284691,4.3492742,6.8566494,2.8615448,1,566.430327315183035
226,3.98496563772,6.3982706,7.1291699,6.9063711,6.7910695,3.1371694,2.0109732,2.4504383,2.2379036,7.8701763,6.3084397,6.0731988,6.0801444,3.9849656,1,480.733080225920446
227,6.33435433249,6.1569352,7.7226090,7.6799126,6.8648963,1.3824707,1.2590998,1.3191622,2.2280838,6.1419425,5.5616055,5.4405532,6.1921873,6.3343544,1,485.980612442307404
228,6.35347758543,6.0166302,6.8028107,6.3713560,6.3400192,1.9875445,2.0416191,2.6207302,3.1730764,8.3849878,8.9208784,7.9117198,6.4122906,6.3534775,1,412.355625511735127
229,6.95782104797,6.4726601,6.8441105,6.5292382,6.6630530,3.5382614,3.2048335,3.1297064,2.7345524,2.3251464,9.5176001,7.8709474,6.2871528,6.9578209,1,473.002407679011412
230,4.35997786617,5.4247322,6.6118255,7.3807435,7.1797867,2.1236534,2.3523269,2.0098238,1.9344505,7.6712165,5.7275553,6.9046073,6.4394517,4.3599777,1,579.649281619120757
231,4.93294193078,7.4226012,6.9211631,6.5954051,6.7655435,0.7821307,1.6873803,2.0403476,2.1245308,2.8646994,2.3662162,3.7639596,5.4996085,4.9329419,1,734.360948545788460
232,6.40101017295,6.4695630,5.9887795,6.4924994,6.6607823,2.8252885,2.9273713,2.4577849,2.4876213,0.0000000,1.3205506,2.7650511,4.8513651,6.4010100,1,830.866491164488707
233,5.17751241374,5.7881699,5.8582983,6.3109822,6.2121997,3.6238468,5.6654000,5.3077259,4.6731582,0.5157689,3.4714892,4.0077710,3.8063753,5.1775126,1,1067.201806309302356
234,6.68534055355,5.4121270,5.4757395,6.1990261,6.5543456,4.5214376,4.1902623,3.5298667,3.7781289,0.0000000,0.6133875,2.8276436,4.5430570,6.6853404,1,1085.852055043997780
235,6.4048653393,8.8047323,7.5694261,6.9493127,6.8095970,0.9294171,1.8712412,2.1911383,2.6205697,0.0000000,0.0000000,2.6269026,4.4756393,6.4048653,1,1060.842948489250148
236,16.5083851848,6.3433008,6.8295779,6.6226497,6.6228356,2.4430900,1.6234386,1.8951465,2.1641636,0.0000000,1.9227940,3.4927363,4.4580750,16.5083847,1,1137.025602741699686
237,6.16093805253,9.1176720,7.1671376,6.6466646,6.6175327,2.2451153,2.3566170,2.4782379,2.3445323,0.0000000,3.1349313,4.0700736,4.6335444,6.1609383,1,1202.265886833014747
238,5.27857243443,5.4543056,6.7563906,6.5075049,6.5773802,2.2699659,1.9673269,2.1619136,2.0567479,4.7262259,3.9297016,5.1628289,5.0571194,5.2785726,1,1291.354323848027661
239,4.49889245185,7.3963652,6.3398509,6.3343143,6.4161987,1.7375915,1.7755533,2.2247908,2.3663840,9.2985497,6.3678374,4.9303460,4.7682247,4.4988923,1,1336.745456064882546
240,5.3632898341,5.2232099,6.2952628,6.3780408,6.5735521,3.2827935,2.3986778,2.4713426,2.0971780,6.7550139,6.0222874,4.1865540,3.6520197,5.3632898,1,1240.553029465579357
241,4.37015528086,10.3846912,8.0495300,7.3843827,6.9832911,0.1892900,0.9357864,1.1635773,1.5323424,3.4905868,2.8640819,3.2250273,3.5667322,4.3701553,1,1085.084964126074965
242,4.40374873939,5.4665537,6.1422138,6.8428655,6.9489489,2.0793378,2.0282574,1.7506770,1.5898913,5.7489448,3.1678355,3.7664580,3.6038618,4.4037485,1,1059.290598613246402
243,5.72032013906,7.2575626,7.2309165,7.3656487,7.0143061,1.2593687,1.3822638,1.3729324,1.5033092,2.8051004,2.8400512,3.3628218,3.4044800,5.7203202,1,1017.874987723620279
244,4.74644389457,6.6531787,6.6530266,6.8528795,6.8580079,1.7247589,1.7736849,1.5686756,1.5558274,0.6799371,1.4599820,2.8054018,2.4043584,4.7464437,1,854.903292336324512
245,4.26287784568,6.7105446,6.4591532,6.7247477,6.5928211,0.5942688,1.8416238,1.8685106,2.0472968,3.9010265,2.1988785,2.9352901,2.8398054,4.2628779,1,711.638443166455431
246,4.22101523655,7.7113342,7.0552912,7.1453419,7.0704241,0.3137581,1.2851561,1.3293470,1.4022030,1.5609134,1.2205626,1.3189873,2.1292126,4.2210155,1,758.982310774323423
247,6.2983207447,8.2790661,6.8515334,6.9039965,6.8922033,1.3568747,2.0061727,1.7899269,1.9981985,0.0000000,0.0621996,2.3819604,3.0911496,6.2983208,1,528.599330421488730
248,21.9793920035,8.4079218,7.1142697,6.9821982,6.8794069,0.5552433,1.6401010,1.7345783,1.7936378,0.0000000,3.8585737,5.2023110,3.8855114,21.9793911,1,600.611087878205353
249,6.10968310211,6.4177175,6.4627972,6.3324037,6.6319647,2.3500891,2.1368325,2.2644110,2.1189921,0.0000000,3.4374838,4.1004081,3.5295660,6.1096830,1,622.966114898100955
250,6.9130615302,8.8364048,7.8940430,7.2325964,6.2355647,1.3925228,1.7315475,2.2921944,5.2012491,0.0000000,0.0000000,0.9623791,2.2294257,6.9130616,1,267.177550414177915
251,10.916060999,4.8087187,5.8950248,6.2205582,5.7715869,6.3096466,4.5514235,3.7439501,5.3602285,0.0000000,0.0000000,0.2056926,0.8929629,10.9160614,1,123.049099621500361
252,11.2824977297,5.9531121,6.0832653,6.1214557,6.3803344,3.0258720,2.6640346,3.6970642,3.4271801,0.0000000,0.0000000,0.0000000,0.4543160,11.2824974,1,8.492442139130612
253,9.5441457691,7.6663876,5.9353004,6.4223356,6.3363237,2.0784507,3.5438302,3.1372218,3.3464403,0.0000000,0.0000000,0.0000000,0.0025912,9.5441456,1,11.371512533631449
254,20.6031673224,9.0787239,6.5420427,6.1271887,5.8590198,1.6626256,5.1947007,5.6675200,5.5922642,0.0000000,0.0000000,0.3316522,0.7173855,20.6031666,1,60.770252945944584
255,13.4712853175,4.8814793,5.8225174,6.7653823,6.4030437,5.9078774,4.5318646,3.9560275,4.0307693,0.0000000,0.0000000,0.0000000,0.0000000,13.4712849,1,298.028767604288305
256,13.778977017,4.4241819,5.6248374,5.7652516,6.1970706,8.8447275,6.3290854,6.1753316,4.4360080,0.0000000,0.0000000,0.0000000,0.0184350,13.7789774,1,371.515854139103737
257,5.82529309553,7.2661176,7.4504056,6.4327860,6.3200932,2.4834325,3.1491067,4.0859227,4.2947931,11.2262545,7.2146702,5.9802680,5.9893498,5.8252931,1,569.537162304413755
258,6.60151318032,6.4300618,6.2731867,6.0349326,6.0684142,5.9922743,5.6893907,5.0729542,5.2910357,7.8852973,7.4629841,6.1067948,6.1531625,6.6015134,1,547.890329888290125
259,6.20600047747,10.0118589,8.1942644,6.7631779,6.5180798,1.2028049,1.9103774,3.2342117,3.6817486,12.1392145,7.2113004,5.9318800,5.9261966,6.2060003,1,567.282850034048806
260,5.6993108205,4.9260998,5.7036076,5.7589927,6.4414487,3.5181131,4.1321120,4.2554836,3.0481153,9.0575981,7.7099991,6.8307052,6.4676909,5.6993108,1,746.402810500691317
261,7.86330597751,6.6793103,6.4267917,6.1607013,6.3684731,1.3926641,2.6288331,3.2551131,2.9617677,9.4708986,7.6146421,7.0730481,6.7101164,7.8633060,1,782.201723244353389
262,6.4430380877,5.2403131,6.3649235,6.3552237,6.3807497,2.6093407,2.3379827,2.6105645,2.8601067,10.6296883,7.5343690,7.1932349,6.6442227,6.4430380,1,801.673171950579786
